Tanque,pH,Temperatura_C,Fecha,Hora,Jornada,Fecha_Hora,evento_externo,estado
Tanque 5,6.84,18.6,2025-02-21,08:45:00,Dia,2025-02-21 08:45:00,Ninguno,0
Tanque 7,6.89,19.45,2025-02-21,08:55:00,Dia,2025-02-21 08:55:00,Ninguno,0
Tanque 9,7.05,18.82,2025-02-21,09:05:00,Dia,2025-02-21 09:05:00,Ninguno,0
Tanque 10,6.96,18.13,2025-02-21,09:10:00,Dia,2025-02-21 09:10:00,Ninguno,0
Tanque 1,6.9,19.47,2025-02-21,15:00:00,Tarde,2025-02-21 15:00:00,Ninguno,0
Tanque 2,6.92,19.55,2025-02-21,15:05:00,Tarde,2025-02-21 15:05:00,Ninguno,0
Tanque 3,6.92,18.98,2025-02-21,15:10:00,Tarde,2025-02-21 15:10:00,Ninguno,0
Tanque 4,6.84,18.04,2025-02-21,15:15:00,Tarde,2025-02-21 15:15:00,Ninguno,0
Tanque 5,6.85,18.7,2025-02-21,15:20:00,Tarde,2025-02-21 15:20:00,Ninguno,0
Tanque 6,6.94,19.31,2025-02-21,15:25:00,Tarde,2025-02-21 15:25:00,Ninguno,0
Tanque 7,6.97,19.08,2025-02-21,15:30:00,Tarde,2025-02-21 15:30:00,Ninguno,0
Tanque 8,7.02,20.19,2025-02-21,15:35:00,Tarde,2025-02-21 15:35:00,Ninguno,1
Tanque 9,6.98,19.38,2025-02-21,15:40:00,Tarde,2025-02-21 15:40:00,Ninguno,0
Tanque 10,6.99,18.97,2025-02-21,15:45:00,Tarde,2025-02-21 15:45:00,Ninguno,0
Tanque 1,6.99,19.11,2025-02-24,08:25:00,Dia,2025-02-24 08:25:00,Ninguno,0
Tanque 2,7.13,19.03,2025-02-24,08:30:00,Dia,2025-02-24 08:30:00,Ninguno,0
Tanque 3,7.11,18.87,2025-02-24,08:35:00,Dia,2025-02-24 08:35:00,Ninguno,0
Tanque 4,6.74,17.89,2025-02-24,08:40:00,Dia,2025-02-24 08:40:00,Ninguno,0
Tanque 5,6.97,18.63,2025-02-24,08:45:00,Dia,2025-02-24 08:45:00,Ninguno,0
Tanque 6,7.02,19.29,2025-02-24,08:50:00,Dia,2025-02-24 08:50:00,Ninguno,0
Tanque 7,7.03,19.59,2025-02-24,08:55:00,Dia,2025-02-24 08:55:00,Ninguno,0
Tanque 8,7.11,19.4,2025-02-24,09:00:00,Dia,2025-02-24 09:00:00,Ninguno,0
Tanque 9,7.05,18.61,2025-02-24,09:05:00,Dia,2025-02-24 09:05:00,Ninguno,0
Tanque 10,7.06,18.27,2025-02-24,09:10:00,Dia,2025-02-24 09:10:00,Ninguno,0
Tanque 1,7.13,19.68,2025-02-24,15:00:00,Tarde,2025-02-24 15:00:00,Ninguno,0
Tanque 2,7.05,19.29,2025-02-24,15:05:00,Tarde,2025-02-24 15:05:00,Ninguno,0
Tanque 3,7.17,19.46,2025-02-24,15:10:00,Tarde,2025-02-24 15:10:00,Ninguno,0
Tanque 5,7.03,19.13,2025-02-24,15:20:00,Tarde,2025-02-24 15:20:00,Ninguno,0
Tanque 6,7.11,19.37,2025-02-24,15:25:00,Tarde,2025-02-24 15:25:00,Ninguno,0
Tanque 7,7.02,19.35,2025-02-24,15:30:00,Tarde,2025-02-24 15:30:00,Ninguno,0
Tanque 8,7.09,20.37,2025-02-24,15:35:00,Tarde,2025-02-24 15:35:00,Ninguno,1
Tanque 9,7.07,19.05,2025-02-24,15:40:00,Tarde,2025-02-24 15:40:00,Ninguno,0
Tanque 10,7.18,19.06,2025-02-24,15:45:00,Tarde,2025-02-24 15:45:00,Ninguno,0
Tanque 1,6.97,19.26,2025-02-25,08:25:00,Dia,2025-02-25 08:25:00,Ninguno,0
Tanque 3,7.05,18.9,2025-02-25,08:35:00,Dia,2025-02-25 08:35:00,Ninguno,0
Tanque 4,6.83,17.59,2025-02-25,08:40:00,Dia,2025-02-25 08:40:00,Ninguno,0
Tanque 5,7.05,18.66,2025-02-25,08:45:00,Dia,2025-02-25 08:45:00,Ninguno,0
Tanque 6,7.04,18.41,2025-02-25,08:50:00,Dia,2025-02-25 08:50:00,Ninguno,0
Tanque 7,7.0,18.85,2025-02-25,08:55:00,Dia,2025-02-25 08:55:00,Ninguno,0
Tanque 8,7.06,19.78,2025-02-25,09:00:00,Dia,2025-02-25 09:00:00,Ninguno,0
Tanque 9,7.04,18.64,2025-02-25,09:05:00,Dia,2025-02-25 09:05:00,Ninguno,0
Tanque 10,7.03,18.37,2025-02-25,09:10:00,Dia,2025-02-25 09:10:00,Ninguno,0
Tanque 1,7.04,18.79,2025-02-25,15:00:00,Tarde,2025-02-25 15:00:00,Ninguno,0
Tanque 2,6.99,18.9,2025-02-25,15:05:00,Tarde,2025-02-25 15:05:00,Ninguno,0
Tanque 3,6.94,18.8,2025-02-25,15:10:00,Tarde,2025-02-25 15:10:00,Ninguno,0
Tanque 4,6.76,18.42,2025-02-25,15:15:00,Tarde,2025-02-25 15:15:00,Ninguno,0
Tanque 5,6.93,18.98,2025-02-25,15:20:00,Tarde,2025-02-25 15:20:00,Ninguno,0
Tanque 6,6.93,18.83,2025-02-25,15:25:00,Tarde,2025-02-25 15:25:00,Ninguno,0
Tanque 7,7.03,19.58,2025-02-25,15:30:00,Tarde,2025-02-25 15:30:00,Ninguno,0
Tanque 8,7.05,19.8,2025-02-25,15:35:00,Tarde,2025-02-25 15:35:00,Ninguno,0
Tanque 9,6.84,18.85,2025-02-25,15:40:00,Tarde,2025-02-25 15:40:00,Ninguno,0
Tanque 10,7.11,18.8,2025-02-25,15:45:00,Tarde,2025-02-25 15:45:00,Ninguno,0
Tanque 1,6.93,19.41,2025-02-26,08:25:00,Dia,2025-02-26 08:25:00,Ninguno,0
Tanque 2,6.9,19.03,2025-02-26,08:30:00,Dia,2025-02-26 08:30:00,Ninguno,0
Tanque 3,6.96,19.32,2025-02-26,08:35:00,Dia,2025-02-26 08:35:00,Ninguno,0
Tanque 4,6.97,17.9,2025-02-26,08:40:00,Dia,2025-02-26 08:40:00,Ninguno,0
Tanque 5,6.99,19.04,2025-02-26,08:45:00,Dia,2025-02-26 08:45:00,Ninguno,0
Tanque 6,7.13,19.38,2025-02-26,08:50:00,Dia,2025-02-26 08:50:00,Ninguno,0
Tanque 7,6.95,18.9,2025-02-26,08:55:00,Dia,2025-02-26 08:55:00,Ninguno,0
Tanque 8,7.13,19.22,2025-02-26,09:00:00,Dia,2025-02-26 09:00:00,Ninguno,0
Tanque 9,6.95,18.69,2025-02-26,09:05:00,Dia,2025-02-26 09:05:00,Ninguno,0
Tanque 10,6.98,19.18,2025-02-26,09:10:00,Dia,2025-02-26 09:10:00,Ninguno,0
Tanque 1,7.24,18.91,2025-02-26,15:00:00,Tarde,2025-02-26 15:00:00,Ninguno,0
Tanque 3,6.95,19.41,2025-02-26,15:10:00,Tarde,2025-02-26 15:10:00,Ninguno,0
Tanque 4,6.99,17.73,2025-02-26,15:15:00,Tarde,2025-02-26 15:15:00,Ninguno,0
Tanque 5,7.0,19.09,2025-02-26,15:20:00,Tarde,2025-02-26 15:20:00,Ninguno,0
Tanque 6,7.05,19.57,2025-02-26,15:25:00,Tarde,2025-02-26 15:25:00,Ninguno,0
Tanque 7,6.95,19.27,2025-02-26,15:30:00,Tarde,2025-02-26 15:30:00,Ninguno,0
Tanque 8,6.94,19.39,2025-02-26,15:35:00,Tarde,2025-02-26 15:35:00,Ninguno,0
Tanque 9,6.95,19.22,2025-02-26,15:40:00,Tarde,2025-02-26 15:40:00,Ninguno,0
Tanque 10,7.13,18.86,2025-02-26,15:45:00,Tarde,2025-02-26 15:45:00,Ninguno,0
Tanque 1,6.88,18.83,2025-02-27,08:25:00,Dia,2025-02-27 08:25:00,Ninguno,0
Tanque 2,6.91,18.35,2025-02-27,08:30:00,Dia,2025-02-27 08:30:00,Ninguno,0
Tanque 3,6.95,18.51,2025-02-27,08:35:00,Dia,2025-02-27 08:35:00,Ninguno,0
Tanque 4,7.05,18.22,2025-02-27,08:40:00,Dia,2025-02-27 08:40:00,Ninguno,0
Tanque 5,6.97,18.43,2025-02-27,08:45:00,Dia,2025-02-27 08:45:00,Ninguno,0
Tanque 7,6.94,19.05,2025-02-27,08:55:00,Dia,2025-02-27 08:55:00,Ninguno,0
Tanque 8,7.02,19.84,2025-02-27,09:00:00,Dia,2025-02-27 09:00:00,Ninguno,0
Tanque 9,6.86,18.74,2025-02-27,09:05:00,Dia,2025-02-27 09:05:00,Ninguno,0
Tanque 10,6.95,18.5,2025-02-27,09:10:00,Dia,2025-02-27 09:10:00,Ninguno,0
Tanque 1,7.0,19.15,2025-02-27,15:00:00,Tarde,2025-02-27 15:00:00,Ninguno,0
Tanque 2,7.01,18.92,2025-02-27,15:05:00,Tarde,2025-02-27 15:05:00,Ninguno,0
Tanque 3,6.99,19.21,2025-02-27,15:10:00,Tarde,2025-02-27 15:10:00,Ninguno,0
Tanque 4,6.95,18.2,2025-02-27,15:15:00,Tarde,2025-02-27 15:15:00,Ninguno,0
Tanque 6,7.05,19.24,2025-02-27,15:25:00,Tarde,2025-02-27 15:25:00,Ninguno,0
Tanque 7,6.92,19.57,2025-02-27,15:30:00,Tarde,2025-02-27 15:30:00,Ninguno,0
Tanque 8,6.95,19.22,2025-02-27,15:35:00,Tarde,2025-02-27 15:35:00,Ninguno,0
Tanque 9,6.92,19.33,2025-02-27,15:40:00,Tarde,2025-02-27 15:40:00,Ninguno,0
Tanque 1,6.91,19.12,2025-02-28,08:25:00,Dia,2025-02-28 08:25:00,Ninguno,0
Tanque 2,7.12,18.49,2025-02-28,08:30:00,Dia,2025-02-28 08:30:00,Ninguno,0
Tanque 3,6.97,18.87,2025-02-28,08:35:00,Dia,2025-02-28 08:35:00,Ninguno,0
Tanque 4,7.06,17.65,2025-02-28,08:40:00,Dia,2025-02-28 08:40:00,Ninguno,0
Tanque 5,6.93,18.71,2025-02-28,08:45:00,Dia,2025-02-28 08:45:00,Ninguno,0
Tanque 6,6.95,18.78,2025-02-28,08:50:00,Dia,2025-02-28 08:50:00,Ninguno,0
Tanque 7,6.97,19.54,2025-02-28,08:55:00,Dia,2025-02-28 08:55:00,Ninguno,0
Tanque 8,7.11,19.16,2025-02-28,09:00:00,Dia,2025-02-28 09:00:00,Ninguno,0
Tanque 10,7.05,19.01,2025-02-28,09:10:00,Dia,2025-02-28 09:10:00,Ninguno,0
Tanque 1,7.04,19.2,2025-02-28,15:00:00,Tarde,2025-02-28 15:00:00,Ninguno,0
Tanque 2,6.93,19.14,2025-02-28,15:05:00,Tarde,2025-02-28 15:05:00,Ninguno,0
Tanque 3,7.06,19.43,2025-02-28,15:10:00,Tarde,2025-02-28 15:10:00,Ninguno,0
Tanque 5,7.02,19.09,2025-02-28,15:20:00,Tarde,2025-02-28 15:20:00,Ninguno,0
Tanque 6,6.99,19.22,2025-02-28,15:25:00,Tarde,2025-02-28 15:25:00,Ninguno,0
Tanque 7,6.96,19.3,2025-02-28,15:30:00,Tarde,2025-02-28 15:30:00,Ninguno,0
Tanque 8,6.92,19.11,2025-02-28,15:35:00,Tarde,2025-02-28 15:35:00,Ninguno,0
Tanque 9,7.1,19.12,2025-02-28,15:40:00,Tarde,2025-02-28 15:40:00,Ninguno,0
Tanque 10,6.96,19.15,2025-02-28,15:45:00,Tarde,2025-02-28 15:45:00,Ninguno,0
Tanque 1,7.08,19.09,2025-03-03,08:25:00,Dia,2025-03-03 08:25:00,Ninguno,0
Tanque 2,7.2,19.56,2025-03-03,08:30:00,Dia,2025-03-03 08:30:00,Ninguno,0
Tanque 3,7.06,18.91,2025-03-03,08:35:00,Dia,2025-03-03 08:35:00,Ninguno,0
Tanque 4,6.98,18.25,2025-03-03,08:40:00,Dia,2025-03-03 08:40:00,Ninguno,0
Tanque 6,7.0,18.87,2025-03-03,08:50:00,Dia,2025-03-03 08:50:00,Ninguno,0
Tanque 7,7.11,19.38,2025-03-03,08:55:00,Dia,2025-03-03 08:55:00,Ninguno,0
Tanque 8,7.1,18.83,2025-03-03,09:00:00,Dia,2025-03-03 09:00:00,Ninguno,0
Tanque 9,7.04,19.27,2025-03-03,09:05:00,Dia,2025-03-03 09:05:00,Ninguno,0
Tanque 1,7.15,19.31,2025-03-03,15:00:00,Tarde,2025-03-03 15:00:00,Ninguno,0
Tanque 2,7.02,18.8,2025-03-03,15:05:00,Tarde,2025-03-03 15:05:00,Ninguno,0
Tanque 3,7.06,19.65,2025-03-03,15:10:00,Tarde,2025-03-03 15:10:00,Ninguno,0
Tanque 5,7.14,19.34,2025-03-03,15:20:00,Tarde,2025-03-03 15:20:00,Ninguno,0
Tanque 6,7.13,19.16,2025-03-03,15:25:00,Tarde,2025-03-03 15:25:00,Ninguno,0
Tanque 7,7.02,19.57,2025-03-03,15:30:00,Tarde,2025-03-03 15:30:00,Ninguno,0
Tanque 8,6.97,19.45,2025-03-03,15:35:00,Tarde,2025-03-03 15:35:00,Ninguno,0
Tanque 9,6.98,19.04,2025-03-03,15:40:00,Tarde,2025-03-03 15:40:00,Ninguno,0
Tanque 10,7.06,19.66,2025-03-03,15:45:00,Tarde,2025-03-03 15:45:00,Ninguno,0
Tanque 1,7.05,18.98,2025-03-04,08:25:00,Dia,2025-03-04 08:25:00,Ninguno,0
Tanque 3,7.03,18.97,2025-03-04,08:35:00,Dia,2025-03-04 08:35:00,Ninguno,0
Tanque 4,6.99,18.18,2025-03-04,08:40:00,Dia,2025-03-04 08:40:00,Ninguno,0
Tanque 5,6.93,19.01,2025-03-04,08:45:00,Dia,2025-03-04 08:45:00,Ninguno,0
Tanque 6,7.1,18.48,2025-03-04,08:50:00,Dia,2025-03-04 08:50:00,Ninguno,0
Tanque 7,6.99,18.85,2025-03-04,08:55:00,Dia,2025-03-04 08:55:00,Ninguno,0
Tanque 8,6.97,19.33,2025-03-04,09:00:00,Dia,2025-03-04 09:00:00,Ninguno,0
Tanque 9,7.02,19.51,2025-03-04,09:05:00,Dia,2025-03-04 09:05:00,Ninguno,0
Tanque 10,7.02,19.06,2025-03-04,09:10:00,Dia,2025-03-04 09:10:00,Ninguno,0
Tanque 1,6.94,19.4,2025-03-04,15:00:00,Tarde,2025-03-04 15:00:00,Ninguno,0
Tanque 2,6.91,19.61,2025-03-04,15:05:00,Tarde,2025-03-04 15:05:00,Ninguno,0
Tanque 3,7.02,19.34,2025-03-04,15:10:00,Tarde,2025-03-04 15:10:00,Ninguno,0
Tanque 4,6.92,18.85,2025-03-04,15:15:00,Tarde,2025-03-04 15:15:00,Ninguno,0
Tanque 6,7.33,17.58,2025-03-04,15:25:00,Tarde,2025-03-04 15:25:00,Ninguno,0
Tanque 7,6.92,19.06,2025-03-04,15:30:00,Tarde,2025-03-04 15:30:00,Ninguno,0
Tanque 10,7.0,18.95,2025-03-04,15:45:00,Tarde,2025-03-04 15:45:00,Ninguno,0
Tanque 1,7.13,18.53,2025-03-05,08:25:00,Dia,2025-03-05 08:25:00,Ninguno,0
Tanque 2,6.97,19.03,2025-03-05,08:30:00,Dia,2025-03-05 08:30:00,Ninguno,0
Tanque 4,7.0,18.6,2025-03-05,08:40:00,Dia,2025-03-05 08:40:00,Ninguno,0
Tanque 5,6.94,19.62,2025-03-05,08:45:00,Dia,2025-03-05 08:45:00,Ninguno,0
Tanque 6,7.25,17.83,2025-03-05,08:50:00,Dia,2025-03-05 08:50:00,Ninguno,0
Tanque 9,6.96,19.43,2025-03-05,09:05:00,Dia,2025-03-05 09:05:00,Ninguno,0
Tanque 10,7.01,19.32,2025-03-05,09:10:00,Dia,2025-03-05 09:10:00,Ninguno,0
Tanque 2,6.92,19.15,2025-03-05,15:05:00,Tarde,2025-03-05 15:05:00,Ninguno,0
Tanque 3,7.02,19.29,2025-03-05,15:10:00,Tarde,2025-03-05 15:10:00,Ninguno,0
Tanque 4,6.99,18.98,2025-03-05,15:15:00,Tarde,2025-03-05 15:15:00,Ninguno,0
Tanque 5,6.83,20.1,2025-03-05,15:20:00,Tarde,2025-03-05 15:20:00,Ninguno,1
Tanque 6,7.31,17.97,2025-03-05,15:25:00,Tarde,2025-03-05 15:25:00,Ninguno,0
Tanque 7,6.83,19.48,2025-03-05,15:30:00,Tarde,2025-03-05 15:30:00,Ninguno,0
Tanque 8,6.93,19.04,2025-03-05,15:35:00,Tarde,2025-03-05 15:35:00,Ninguno,0
Tanque 9,6.97,19.48,2025-03-05,15:40:00,Tarde,2025-03-05 15:40:00,Ninguno,0
Tanque 10,7.02,19.57,2025-03-05,15:45:00,Tarde,2025-03-05 15:45:00,Ninguno,0
Tanque 1,6.89,19.58,2025-03-06,08:25:00,Dia,2025-03-06 08:25:00,Ninguno,0
Tanque 3,7.09,19.13,2025-03-06,08:35:00,Dia,2025-03-06 08:35:00,Ninguno,0
Tanque 4,6.94,19.06,2025-03-06,08:40:00,Dia,2025-03-06 08:40:00,Ninguno,0
Tanque 5,6.76,20.35,2025-03-06,08:45:00,Dia,2025-03-06 08:45:00,Ninguno,1
Tanque 6,6.97,18.6,2025-03-06,08:50:00,Dia,2025-03-06 08:50:00,Ninguno,0
Tanque 7,6.84,19.07,2025-03-06,08:55:00,Dia,2025-03-06 08:55:00,Ninguno,0
Tanque 8,6.96,19.13,2025-03-06,09:00:00,Dia,2025-03-06 09:00:00,Ninguno,0
Tanque 9,7.07,18.99,2025-03-06,09:05:00,Dia,2025-03-06 09:05:00,Ninguno,0
Tanque 10,6.88,19.06,2025-03-06,09:10:00,Dia,2025-03-06 09:10:00,Ninguno,0
Tanque 1,6.84,19.62,2025-03-06,15:00:00,Tarde,2025-03-06 15:00:00,Ninguno,0
Tanque 2,7.01,18.96,2025-03-06,15:05:00,Tarde,2025-03-06 15:05:00,Ninguno,0
Tanque 3,7.02,19.39,2025-03-06,15:10:00,Tarde,2025-03-06 15:10:00,Ninguno,0
Tanque 4,6.95,19.02,2025-03-06,15:15:00,Tarde,2025-03-06 15:15:00,Ninguno,0
Tanque 6,7.12,18.3,2025-03-06,15:25:00,Tarde,2025-03-06 15:25:00,Ninguno,0
Tanque 8,6.99,19.41,2025-03-06,15:35:00,Tarde,2025-03-06 15:35:00,Ninguno,0
Tanque 9,7.03,19.62,2025-03-06,15:40:00,Tarde,2025-03-06 15:40:00,Ninguno,0
Tanque 10,6.89,20.5,2025-03-06,15:45:00,Tarde,2025-03-06 15:45:00,Ninguno,1
Tanque 1,6.87,20.48,2025-03-07,08:25:00,Dia,2025-03-07 08:25:00,Ninguno,1
Tanque 2,7.11,18.94,2025-03-07,08:30:00,Dia,2025-03-07 08:30:00,Ninguno,0
Tanque 3,6.98,19.07,2025-03-07,08:35:00,Dia,2025-03-07 08:35:00,Ninguno,0
Tanque 4,6.92,18.76,2025-03-07,08:40:00,Dia,2025-03-07 08:40:00,Ninguno,0
Tanque 5,6.85,19.69,2025-03-07,08:45:00,Dia,2025-03-07 08:45:00,Ninguno,0
Tanque 6,7.16,18.86,2025-03-07,08:50:00,Dia,2025-03-07 08:50:00,Ninguno,0
Tanque 7,6.91,19.38,2025-03-07,08:55:00,Dia,2025-03-07 08:55:00,Ninguno,0
Tanque 8,6.95,19.27,2025-03-07,09:00:00,Dia,2025-03-07 09:00:00,Ninguno,0
Tanque 9,7.09,18.79,2025-03-07,09:05:00,Dia,2025-03-07 09:05:00,Ninguno,0
Tanque 10,6.69,20.36,2025-03-07,09:10:00,Dia,2025-03-07 09:10:00,Ninguno,1
Tanque 1,6.72,21.17,2025-03-07,15:00:00,Tarde,2025-03-07 15:00:00,Ninguno,1
Tanque 2,7.18,18.15,2025-03-07,15:05:00,Tarde,2025-03-07 15:05:00,Ninguno,0
Tanque 3,7.03,19.42,2025-03-07,15:10:00,Tarde,2025-03-07 15:10:00,Ninguno,0
Tanque 4,6.94,18.92,2025-03-07,15:15:00,Tarde,2025-03-07 15:15:00,Ninguno,0
Tanque 6,7.14,18.41,2025-03-07,15:25:00,Tarde,2025-03-07 15:25:00,Ninguno,0
Tanque 7,7.0,19.79,2025-03-07,15:30:00,Tarde,2025-03-07 15:30:00,Ninguno,0
Tanque 8,6.91,19.51,2025-03-07,15:35:00,Tarde,2025-03-07 15:35:00,Ninguno,0
Tanque 9,6.91,19.19,2025-03-07,15:40:00,Tarde,2025-03-07 15:40:00,Ninguno,0
Tanque 10,6.77,21.12,2025-03-07,15:45:00,Tarde,2025-03-07 15:45:00,Ninguno,1
Tanque 1,6.77,20.7,2025-03-10,08:25:00,Dia,2025-03-10 08:25:00,Ninguno,1
Tanque 2,7.23,18.15,2025-03-10,08:30:00,Dia,2025-03-10 08:30:00,Ninguno,0
Tanque 3,7.05,19.28,2025-03-10,08:35:00,Dia,2025-03-10 08:35:00,Ninguno,0
Tanque 5,6.78,19.87,2025-03-10,08:45:00,Dia,2025-03-10 08:45:00,Ninguno,0
Tanque 6,7.29,18.6,2025-03-10,08:50:00,Dia,2025-03-10 08:50:00,Ninguno,0
Tanque 7,7.18,18.83,2025-03-10,08:55:00,Dia,2025-03-10 08:55:00,Ninguno,0
Tanque 8,6.98,19.36,2025-03-10,09:00:00,Dia,2025-03-10 09:00:00,Ninguno,0
Tanque 9,7.05,19.14,2025-03-10,09:05:00,Dia,2025-03-10 09:05:00,Ninguno,0
Tanque 10,6.8,21.17,2025-03-10,09:10:00,Dia,2025-03-10 09:10:00,Ninguno,1
Tanque 1,6.74,22.03,2025-03-10,15:00:00,Tarde,2025-03-10 15:00:00,Ninguno,1
Tanque 2,7.19,19.1,2025-03-10,15:05:00,Tarde,2025-03-10 15:05:00,Ninguno,0
Tanque 3,7.1,19.25,2025-03-10,15:10:00,Tarde,2025-03-10 15:10:00,Ninguno,0
Tanque 4,7.0,19.43,2025-03-10,15:15:00,Tarde,2025-03-10 15:15:00,Ninguno,0
Tanque 5,6.97,20.02,2025-03-10,15:20:00,Tarde,2025-03-10 15:20:00,Ninguno,1
Tanque 6,7.12,19.61,2025-03-10,15:25:00,Tarde,2025-03-10 15:25:00,Ninguno,0
Tanque 7,7.06,18.67,2025-03-10,15:30:00,Tarde,2025-03-10 15:30:00,Ninguno,0
Tanque 9,7.11,19.39,2025-03-10,15:40:00,Tarde,2025-03-10 15:40:00,Ninguno,0
Tanque 10,6.65,21.5,2025-03-10,15:45:00,Tarde,2025-03-10 15:45:00,Ninguno,1
Tanque 1,6.63,21.19,2025-03-11,08:25:00,Dia,2025-03-11 08:25:00,Ninguno,1
Tanque 2,7.07,18.34,2025-03-11,08:30:00,Dia,2025-03-11 08:30:00,Ninguno,0
Tanque 4,7.03,19.4,2025-03-11,08:40:00,Dia,2025-03-11 08:40:00,Ninguno,0
Tanque 5,6.79,19.13,2025-03-11,08:45:00,Dia,2025-03-11 08:45:00,Ninguno,0
Tanque 7,7.21,18.04,2025-03-11,08:55:00,Dia,2025-03-11 08:55:00,Ninguno,0
Tanque 1,6.69,21.18,2025-03-11,15:00:00,Tarde,2025-03-11 15:00:00,Ninguno,1
Tanque 2,7.13,18.53,2025-03-11,15:05:00,Tarde,2025-03-11 15:05:00,Ninguno,0
Tanque 3,7.09,19.58,2025-03-11,15:10:00,Tarde,2025-03-11 15:10:00,Ninguno,0
Tanque 4,7.12,20.64,2025-03-11,15:15:00,Tarde,2025-03-11 15:15:00,Ninguno,1
Tanque 5,6.8,19.46,2025-03-11,15:20:00,Tarde,2025-03-11 15:20:00,Ninguno,0
Tanque 6,7.16,19.07,2025-03-11,15:25:00,Tarde,2025-03-11 15:25:00,Ninguno,0
Tanque 7,7.16,17.67,2025-03-11,15:30:00,Tarde,2025-03-11 15:30:00,Ninguno,0
Tanque 8,6.92,19.42,2025-03-11,15:35:00,Tarde,2025-03-11 15:35:00,Ninguno,0
Tanque 9,7.05,19.36,2025-03-11,15:40:00,Tarde,2025-03-11 15:40:00,Ninguno,0
Tanque 10,6.68,21.2,2025-03-11,15:45:00,Tarde,2025-03-11 15:45:00,Ninguno,1
Tanque 1,6.74,20.57,2025-03-12,08:25:00,Dia,2025-03-12 08:25:00,Ninguno,1
Tanque 2,6.98,18.81,2025-03-12,08:30:00,Dia,2025-03-12 08:30:00,Ninguno,0
Tanque 3,7.06,19.34,2025-03-12,08:35:00,Dia,2025-03-12 08:35:00,Ninguno,0
Tanque 5,6.84,19.52,2025-03-12,08:45:00,Dia,2025-03-12 08:45:00,Ninguno,0
Tanque 6,7.09,18.99,2025-03-12,08:50:00,Dia,2025-03-12 08:50:00,Ninguno,0
Tanque 7,7.26,17.94,2025-03-12,08:55:00,Dia,2025-03-12 08:55:00,Ninguno,0
Tanque 8,6.96,19.36,2025-03-12,09:00:00,Dia,2025-03-12 09:00:00,Ninguno,0
Tanque 10,6.76,20.57,2025-03-12,09:10:00,Dia,2025-03-12 09:10:00,Ninguno,1
Tanque 1,6.62,20.98,2025-03-12,15:00:00,Tarde,2025-03-12 15:00:00,Ninguno,1
Tanque 3,7.0,19.47,2025-03-12,15:10:00,Tarde,2025-03-12 15:10:00,Ninguno,0
Tanque 4,7.32,20.84,2025-03-12,15:15:00,Tarde,2025-03-12 15:15:00,Ninguno,1
Tanque 5,6.93,19.94,2025-03-12,15:20:00,Tarde,2025-03-12 15:20:00,Ninguno,0
Tanque 6,7.12,19.13,2025-03-12,15:25:00,Tarde,2025-03-12 15:25:00,Ninguno,0
Tanque 7,7.08,18.19,2025-03-12,15:30:00,Tarde,2025-03-12 15:30:00,Ninguno,0
Tanque 8,7.05,19.63,2025-03-12,15:35:00,Tarde,2025-03-12 15:35:00,Ninguno,0
Tanque 9,6.97,19.57,2025-03-12,15:40:00,Tarde,2025-03-12 15:40:00,Ninguno,0
Tanque 1,6.87,20.25,2025-03-13,08:25:00,Dia,2025-03-13 08:25:00,Ninguno,1
Tanque 3,6.98,19.18,2025-03-13,08:35:00,Dia,2025-03-13 08:35:00,Ninguno,0
Tanque 4,7.05,20.91,2025-03-13,08:40:00,Dia,2025-03-13 08:40:00,Ninguno,1
Tanque 5,7.09,19.84,2025-03-13,08:45:00,Dia,2025-03-13 08:45:00,Ninguno,0
Tanque 6,7.04,18.82,2025-03-13,08:50:00,Dia,2025-03-13 08:50:00,Ninguno,0
Tanque 7,7.06,18.25,2025-03-13,08:55:00,Dia,2025-03-13 08:55:00,Ninguno,0
Tanque 9,7.02,19.19,2025-03-13,09:05:00,Dia,2025-03-13 09:05:00,Ninguno,0
Tanque 10,6.8,19.87,2025-03-13,09:10:00,Dia,2025-03-13 09:10:00,Ninguno,0
Tanque 1,6.95,20.4,2025-03-13,15:00:00,Tarde,2025-03-13 15:00:00,Ninguno,1
Tanque 2,7.03,18.69,2025-03-13,15:05:00,Tarde,2025-03-13 15:05:00,Ninguno,0
Tanque 3,7.0,19.61,2025-03-13,15:10:00,Tarde,2025-03-13 15:10:00,Ninguno,0
Tanque 4,7.1,21.58,2025-03-13,15:15:00,Tarde,2025-03-13 15:15:00,Ninguno,1
Tanque 5,7.21,21.06,2025-03-13,15:20:00,Tarde,2025-03-13 15:20:00,Ninguno,1
Tanque 6,6.94,19.49,2025-03-13,15:25:00,Tarde,2025-03-13 15:25:00,Ninguno,0
Tanque 7,7.14,18.79,2025-03-13,15:30:00,Tarde,2025-03-13 15:30:00,Ninguno,0
Tanque 8,7.0,20.09,2025-03-13,15:35:00,Tarde,2025-03-13 15:35:00,Ninguno,1
Tanque 9,7.03,19.36,2025-03-13,15:40:00,Tarde,2025-03-13 15:40:00,Ninguno,0
Tanque 10,6.8,20.42,2025-03-13,15:45:00,Tarde,2025-03-13 15:45:00,Ninguno,1
Tanque 1,6.99,19.42,2025-03-14,08:25:00,Dia,2025-03-14 08:25:00,Ninguno,0
Tanque 2,7.11,18.99,2025-03-14,08:30:00,Dia,2025-03-14 08:30:00,Ninguno,0
