Tanque,pH,Temperatura_C,Fecha,Hora,Jornada,Fecha_Hora,evento_externo,estado
Tanque 10,7.13,19.13,2025-10-15,09:10:00,Dia,2025-10-15 09:10:00,Ninguno,0
Tanque 1,7.06,18.39,2025-10-15,15:00:00,Tarde,2025-10-15 15:00:00,Ninguno,0
Tanque 2,7.09,18.5,2025-10-15,15:05:00,Tarde,2025-10-15 15:05:00,Ninguno,0
Tanque 3,7.1,17.49,2025-10-15,15:10:00,Tarde,2025-10-15 15:10:00,Ninguno,0
Tanque 4,7.0,19.29,2025-10-15,15:15:00,Tarde,2025-10-15 15:15:00,Ninguno,0
Tanque 5,6.87,18.26,2025-10-15,15:20:00,Tarde,2025-10-15 15:20:00,Ninguno,0
Tanque 6,6.93,18.08,2025-10-15,15:25:00,Tarde,2025-10-15 15:25:00,Ninguno,0
Tanque 7,7.12,19.0,2025-10-15,15:30:00,Tarde,2025-10-15 15:30:00,Ninguno,0
Tanque 8,6.82,18.41,2025-10-15,15:35:00,Tarde,2025-10-15 15:35:00,Ninguno,0
Tanque 9,6.86,20.66,2025-10-15,15:40:00,Tarde,2025-10-15 15:40:00,Ninguno,1
Tanque 10,6.99,19.5,2025-10-15,15:45:00,Tarde,2025-10-15 15:45:00,Ninguno,0
Tanque 1,7.08,17.74,2025-10-16,08:25:00,Dia,2025-10-16 08:25:00,Ninguno,0
Tanque 2,6.97,17.79,2025-10-16,08:30:00,Dia,2025-10-16 08:30:00,Ninguno,0
Tanque 4,6.96,18.45,2025-10-16,08:40:00,Dia,2025-10-16 08:40:00,Ninguno,0
Tanque 7,6.93,18.3,2025-10-16,08:55:00,Dia,2025-10-16 08:55:00,Ninguno,0
Tanque 8,6.92,18.0,2025-10-16,09:00:00,Dia,2025-10-16 09:00:00,Ninguno,0
Tanque 9,6.93,20.03,2025-10-16,09:05:00,Dia,2025-10-16 09:05:00,Ninguno,1
Tanque 10,7.03,18.71,2025-10-16,09:10:00,Dia,2025-10-16 09:10:00,Ninguno,0
Tanque 1,7.05,18.96,2025-10-16,15:00:00,Tarde,2025-10-16 15:00:00,Ninguno,0
Tanque 3,7.15,17.77,2025-10-16,15:10:00,Tarde,2025-10-16 15:10:00,Ninguno,0
Tanque 5,6.81,18.49,2025-10-16,15:20:00,Tarde,2025-10-16 15:20:00,Ninguno,0
Tanque 6,7.03,17.86,2025-10-16,15:25:00,Tarde,2025-10-16 15:25:00,Ninguno,0
Tanque 7,7.02,18.99,2025-10-16,15:30:00,Tarde,2025-10-16 15:30:00,Ninguno,0
Tanque 8,6.92,18.6,2025-10-16,15:35:00,Tarde,2025-10-16 15:35:00,Ninguno,0
Tanque 9,6.93,20.13,2025-10-16,15:40:00,Tarde,2025-10-16 15:40:00,Ninguno,1
Tanque 1,7.11,18.36,2025-10-17,08:25:00,Dia,2025-10-17 08:25:00,Ninguno,0
Tanque 2,6.97,17.29,2025-10-17,08:30:00,Dia,2025-10-17 08:30:00,Ninguno,0
Tanque 3,7.19,16.97,2025-10-17,08:35:00,Dia,2025-10-17 08:35:00,Ninguno,0
Tanque 5,6.99,18.41,2025-10-17,08:45:00,Dia,2025-10-17 08:45:00,Ninguno,0
Tanque 6,7.08,17.87,2025-10-17,08:50:00,Dia,2025-10-17 08:50:00,Ninguno,0
Tanque 7,7.01,18.83,2025-10-17,08:55:00,Dia,2025-10-17 08:55:00,Ninguno,0
Tanque 8,6.94,18.12,2025-10-17,09:00:00,Dia,2025-10-17 09:00:00,Ninguno,0
Tanque 9,6.84,19.17,2025-10-17,09:05:00,Dia,2025-10-17 09:05:00,Ninguno,0
Tanque 10,7.03,18.66,2025-10-17,09:10:00,Dia,2025-10-17 09:10:00,Ninguno,0
Tanque 1,6.93,18.33,2025-10-17,15:00:00,Tarde,2025-10-17 15:00:00,Ninguno,0
Tanque 2,7.05,17.61,2025-10-17,15:05:00,Tarde,2025-10-17 15:05:00,Ninguno,0
Tanque 4,7.0,18.61,2025-10-17,15:15:00,Tarde,2025-10-17 15:15:00,Ninguno,0
Tanque 5,6.94,18.54,2025-10-17,15:20:00,Tarde,2025-10-17 15:20:00,Ninguno,0
Tanque 6,6.92,18.37,2025-10-17,15:25:00,Tarde,2025-10-17 15:25:00,Ninguno,0
Tanque 8,7.04,17.88,2025-10-17,15:35:00,Tarde,2025-10-17 15:35:00,Ninguno,0
Tanque 9,6.91,19.62,2025-10-17,15:40:00,Tarde,2025-10-17 15:40:00,Ninguno,0
Tanque 10,6.89,18.39,2025-10-17,15:45:00,Tarde,2025-10-17 15:45:00,Ninguno,0
Tanque 1,7.08,18.07,2025-10-20,08:25:00,Dia,2025-10-20 08:25:00,Ninguno,0
Tanque 2,7.05,17.21,2025-10-20,08:30:00,Dia,2025-10-20 08:30:00,Ninguno,0
Tanque 3,7.21,17.22,2025-10-20,08:35:00,Dia,2025-10-20 08:35:00,Ninguno,0
Tanque 4,7.02,18.69,2025-10-20,08:40:00,Dia,2025-10-20 08:40:00,Ninguno,0
Tanque 5,7.04,18.58,2025-10-20,08:45:00,Dia,2025-10-20 08:45:00,Ninguno,0
Tanque 6,7.22,18.9,2025-10-20,08:50:00,Dia,2025-10-20 08:50:00,Ninguno,0
Tanque 7,7.11,18.84,2025-10-20,08:55:00,Dia,2025-10-20 08:55:00,Ninguno,0
Tanque 8,7.19,18.0,2025-10-20,09:00:00,Dia,2025-10-20 09:00:00,Ninguno,0
Tanque 9,6.88,18.61,2025-10-20,09:05:00,Dia,2025-10-20 09:05:00,Ninguno,0
Tanque 10,6.94,17.22,2025-10-20,09:10:00,Dia,2025-10-20 09:10:00,Ninguno,0
Tanque 1,7.13,18.06,2025-10-20,15:00:00,Tarde,2025-10-20 15:00:00,Ninguno,0
Tanque 2,7.04,17.74,2025-10-20,15:05:00,Tarde,2025-10-20 15:05:00,Ninguno,0
Tanque 4,7.12,18.65,2025-10-20,15:15:00,Tarde,2025-10-20 15:15:00,Ninguno,0
Tanque 5,6.91,18.5,2025-10-20,15:20:00,Tarde,2025-10-20 15:20:00,Ninguno,0
Tanque 6,7.28,20.09,2025-10-20,15:25:00,Tarde,2025-10-20 15:25:00,Ninguno,1
Tanque 7,7.09,18.85,2025-10-20,15:30:00,Tarde,2025-10-20 15:30:00,Ninguno,0
Tanque 8,6.95,18.57,2025-10-20,15:35:00,Tarde,2025-10-20 15:35:00,Ninguno,0
Tanque 9,6.99,18.94,2025-10-20,15:40:00,Tarde,2025-10-20 15:40:00,Ninguno,0
Tanque 1,7.04,17.55,2025-10-21,08:25:00,Dia,2025-10-21 08:25:00,Ninguno,0
Tanque 2,7.03,17.5,2025-10-21,08:30:00,Dia,2025-10-21 08:30:00,Ninguno,0
Tanque 4,6.96,18.23,2025-10-21,08:40:00,Dia,2025-10-21 08:40:00,Ninguno,0
Tanque 5,6.99,18.46,2025-10-21,08:45:00,Dia,2025-10-21 08:45:00,Ninguno,0
Tanque 6,7.11,19.25,2025-10-21,08:50:00,Dia,2025-10-21 08:50:00,Ninguno,0
Tanque 7,7.0,18.43,2025-10-21,08:55:00,Dia,2025-10-21 08:55:00,Ninguno,0
Tanque 8,6.96,18.33,2025-10-21,09:00:00,Dia,2025-10-21 09:00:00,Ninguno,0
Tanque 9,6.93,18.91,2025-10-21,09:05:00,Dia,2025-10-21 09:05:00,Ninguno,0
Tanque 10,6.83,16.82,2025-10-21,09:10:00,Dia,2025-10-21 09:10:00,Ninguno,0
Tanque 2,7.0,18.28,2025-10-21,15:05:00,Tarde,2025-10-21 15:05:00,Ninguno,0
Tanque 3,7.09,17.39,2025-10-21,15:10:00,Tarde,2025-10-21 15:10:00,Ninguno,0
Tanque 4,7.01,18.62,2025-10-21,15:15:00,Tarde,2025-10-21 15:15:00,Ninguno,0
Tanque 6,7.29,19.17,2025-10-21,15:25:00,Tarde,2025-10-21 15:25:00,Ninguno,0
Tanque 7,6.99,18.84,2025-10-21,15:30:00,Tarde,2025-10-21 15:30:00,Ninguno,0
Tanque 8,6.97,18.59,2025-10-21,15:35:00,Tarde,2025-10-21 15:35:00,Ninguno,0
Tanque 9,6.95,18.77,2025-10-21,15:40:00,Tarde,2025-10-21 15:40:00,Ninguno,0
Tanque 10,6.81,17.42,2025-10-21,15:45:00,Tarde,2025-10-21 15:45:00,Ninguno,0
Tanque 1,7.0,18.38,2025-10-22,08:25:00,Dia,2025-10-22 08:25:00,Ninguno,0
Tanque 3,7.03,16.84,2025-10-22,08:35:00,Dia,2025-10-22 08:35:00,Ninguno,0
Tanque 4,7.05,18.53,2025-10-22,08:40:00,Dia,2025-10-22 08:40:00,Ninguno,0
Tanque 6,7.03,19.18,2025-10-22,08:50:00,Dia,2025-10-22 08:50:00,Ninguno,0
Tanque 7,6.91,18.24,2025-10-22,08:55:00,Dia,2025-10-22 08:55:00,Ninguno,0
Tanque 8,6.94,18.6,2025-10-22,09:00:00,Dia,2025-10-22 09:00:00,Ninguno,0
Tanque 9,6.87,18.51,2025-10-22,09:05:00,Dia,2025-10-22 09:05:00,Ninguno,0
Tanque 10,6.76,17.18,2025-10-22,09:10:00,Dia,2025-10-22 09:10:00,Ninguno,0
Tanque 1,7.01,18.49,2025-10-22,15:00:00,Tarde,2025-10-22 15:00:00,Ninguno,0
Tanque 2,7.04,17.83,2025-10-22,15:05:00,Tarde,2025-10-22 15:05:00,Ninguno,0
Tanque 4,7.09,18.68,2025-10-22,15:15:00,Tarde,2025-10-22 15:15:00,Ninguno,0
Tanque 5,6.79,19.24,2025-10-22,15:20:00,Tarde,2025-10-22 15:20:00,Ninguno,0
Tanque 7,7.0,18.75,2025-10-22,15:30:00,Tarde,2025-10-22 15:30:00,Ninguno,0
Tanque 9,6.91,18.86,2025-10-22,15:40:00,Tarde,2025-10-22 15:40:00,Ninguno,0
Tanque 3,7.18,17.66,2025-10-23,08:35:00,Dia,2025-10-23 08:35:00,Ninguno,0
Tanque 4,6.9,18.4,2025-10-23,08:40:00,Dia,2025-10-23 08:40:00,Ninguno,0
Tanque 5,6.79,18.59,2025-10-23,08:45:00,Dia,2025-10-23 08:45:00,Ninguno,0
Tanque 6,7.11,18.79,2025-10-23,08:50:00,Dia,2025-10-23 08:50:00,Ninguno,0
Tanque 7,6.93,18.81,2025-10-23,08:55:00,Dia,2025-10-23 08:55:00,Ninguno,0
Tanque 8,7.01,18.12,2025-10-23,09:00:00,Dia,2025-10-23 09:00:00,Ninguno,0
Tanque 9,6.88,18.49,2025-10-23,09:05:00,Dia,2025-10-23 09:05:00,Ninguno,0
Tanque 10,6.97,17.02,2025-10-23,09:10:00,Dia,2025-10-23 09:10:00,Ninguno,0
Tanque 1,7.03,18.52,2025-10-23,15:00:00,Tarde,2025-10-23 15:00:00,Ninguno,0
Tanque 2,6.98,17.69,2025-10-23,15:05:00,Tarde,2025-10-23 15:05:00,Ninguno,0
Tanque 3,7.01,17.91,2025-10-23,15:10:00,Tarde,2025-10-23 15:10:00,Ninguno,0
Tanque 4,6.9,18.45,2025-10-23,15:15:00,Tarde,2025-10-23 15:15:00,Ninguno,0
Tanque 6,7.18,19.24,2025-10-23,15:25:00,Tarde,2025-10-23 15:25:00,Ninguno,0
Tanque 7,7.05,18.47,2025-10-23,15:30:00,Tarde,2025-10-23 15:30:00,Ninguno,0
Tanque 8,6.88,19.0,2025-10-23,15:35:00,Tarde,2025-10-23 15:35:00,Ninguno,0
Tanque 9,6.94,19.07,2025-10-23,15:40:00,Tarde,2025-10-23 15:40:00,Ninguno,0
Tanque 10,6.9,17.93,2025-10-23,15:45:00,Tarde,2025-10-23 15:45:00,Ninguno,0
Tanque 1,7.03,17.99,2025-10-24,08:25:00,Dia,2025-10-24 08:25:00,Ninguno,0
Tanque 2,7.08,17.29,2025-10-24,08:30:00,Dia,2025-10-24 08:30:00,Ninguno,0
Tanque 3,7.05,17.59,2025-10-24,08:35:00,Dia,2025-10-24 08:35:00,Ninguno,0
Tanque 4,7.01,18.54,2025-10-24,08:40:00,Dia,2025-10-24 08:40:00,Ninguno,0
Tanque 5,6.84,18.43,2025-10-24,08:45:00,Dia,2025-10-24 08:45:00,Ninguno,0
Tanque 6,7.02,18.28,2025-10-24,08:50:00,Dia,2025-10-24 08:50:00,Ninguno,0
Tanque 7,6.97,18.37,2025-10-24,08:55:00,Dia,2025-10-24 08:55:00,Ninguno,0
Tanque 8,7.06,18.01,2025-10-24,09:00:00,Dia,2025-10-24 09:00:00,Ninguno,0
Tanque 9,6.91,18.59,2025-10-24,09:05:00,Dia,2025-10-24 09:05:00,Ninguno,0
Tanque 10,6.91,17.55,2025-10-24,09:10:00,Dia,2025-10-24 09:10:00,Ninguno,0
Tanque 1,6.99,18.31,2025-10-24,15:00:00,Tarde,2025-10-24 15:00:00,Ninguno,0
Tanque 2,7.01,17.78,2025-10-24,15:05:00,Tarde,2025-10-24 15:05:00,Ninguno,0
Tanque 4,6.98,18.8,2025-10-24,15:15:00,Tarde,2025-10-24 15:15:00,Ninguno,0
Tanque 5,6.69,18.9,2025-10-24,15:20:00,Tarde,2025-10-24 15:20:00,Ninguno,0
Tanque 6,6.96,18.57,2025-10-24,15:25:00,Tarde,2025-10-24 15:25:00,Ninguno,0
Tanque 7,6.93,18.98,2025-10-24,15:30:00,Tarde,2025-10-24 15:30:00,Ninguno,0
Tanque 8,7.03,17.95,2025-10-24,15:35:00,Tarde,2025-10-24 15:35:00,Ninguno,0
Tanque 9,7.01,18.53,2025-10-24,15:40:00,Tarde,2025-10-24 15:40:00,Ninguno,0
Tanque 10,6.81,18.07,2025-10-24,15:45:00,Tarde,2025-10-24 15:45:00,Ninguno,0
Tanque 1,6.47,17.91,2025-10-27,08:25:00,Dia,2025-10-27 08:25:00,Falla filtro,1
Tanque 2,6.49,16.69,2025-10-27,08:30:00,Dia,2025-10-27 08:30:00,Falla filtro,1
Tanque 3,6.56,17.89,2025-10-27,08:35:00,Dia,2025-10-27 08:35:00,Falla filtro,0
Tanque 4,6.47,18.37,2025-10-27,08:40:00,Dia,2025-10-27 08:40:00,Falla filtro,1
Tanque 5,6.18,18.7,2025-10-27,08:45:00,Dia,2025-10-27 08:45:00,Falla filtro,1
Tanque 6,6.42,18.39,2025-10-27,08:50:00,Dia,2025-10-27 08:50:00,Falla filtro,1
Tanque 7,6.45,18.37,2025-10-27,08:55:00,Dia,2025-10-27 08:55:00,Falla filtro,1
Tanque 8,6.39,18.07,2025-10-27,09:00:00,Dia,2025-10-27 09:00:00,Falla filtro,1
Tanque 9,6.4,18.24,2025-10-27,09:05:00,Dia,2025-10-27 09:05:00,Falla filtro,1
Tanque 10,6.25,17.63,2025-10-27,09:10:00,Dia,2025-10-27 09:10:00,Falla filtro,1
Tanque 1,5.73,18.33,2025-10-27,15:00:00,Tarde,2025-10-27 15:00:00,Falla filtro,2
Tanque 4,5.81,19.18,2025-10-27,15:15:00,Tarde,2025-10-27 15:15:00,Falla filtro,2
Tanque 5,5.53,18.62,2025-10-27,15:20:00,Tarde,2025-10-27 15:20:00,Falla filtro,2
Tanque 6,5.9,18.64,2025-10-27,15:25:00,Tarde,2025-10-27 15:25:00,Falla filtro,2
Tanque 7,5.78,18.49,2025-10-27,15:30:00,Tarde,2025-10-27 15:30:00,Falla filtro,2
Tanque 8,5.8,17.56,2025-10-27,15:35:00,Tarde,2025-10-27 15:35:00,Falla filtro,2
Tanque 9,5.77,18.56,2025-10-27,15:40:00,Tarde,2025-10-27 15:40:00,Falla filtro,2
Tanque 10,5.57,17.85,2025-10-27,15:45:00,Tarde,2025-10-27 15:45:00,Falla filtro,2
Tanque 1,5.85,18.24,2025-10-28,08:25:00,Dia,2025-10-28 08:25:00,Ninguno,2
Tanque 2,6.48,17.18,2025-10-28,08:30:00,Dia,2025-10-28 08:30:00,Ninguno,1
Tanque 4,5.73,18.46,2025-10-28,08:40:00,Dia,2025-10-28 08:40:00,Ninguno,2
Tanque 6,5.87,18.59,2025-10-28,08:50:00,Dia,2025-10-28 08:50:00,Ninguno,2
Tanque 7,5.84,18.47,2025-10-28,08:55:00,Dia,2025-10-28 08:55:00,Ninguno,2
Tanque 8,5.06,17.56,2025-10-28,09:00:00,Dia,2025-10-28 09:00:00,Ninguno,2
Tanque 9,5.72,18.71,2025-10-28,09:05:00,Dia,2025-10-28 09:05:00,Ninguno,2
Tanque 10,5.66,17.72,2025-10-28,09:10:00,Dia,2025-10-28 09:10:00,Ninguno,2
Tanque 1,6.14,18.63,2025-10-28,15:00:00,Tarde,2025-10-28 15:00:00,Ninguno,1
Tanque 3,6.47,17.73,2025-10-28,15:10:00,Tarde,2025-10-28 15:10:00,Ninguno,1
Tanque 4,5.93,18.91,2025-10-28,15:15:00,Tarde,2025-10-28 15:15:00,Ninguno,2
Tanque 5,5.84,18.96,2025-10-28,15:20:00,Tarde,2025-10-28 15:20:00,Ninguno,2
Tanque 6,6.0,18.52,2025-10-28,15:25:00,Tarde,2025-10-28 15:25:00,Ninguno,2
Tanque 7,6.04,18.57,2025-10-28,15:30:00,Tarde,2025-10-28 15:30:00,Ninguno,2
Tanque 8,5.0,17.16,2025-10-28,15:35:00,Tarde,2025-10-28 15:35:00,Ninguno,2
Tanque 9,6.05,18.83,2025-10-28,15:40:00,Tarde,2025-10-28 15:40:00,Ninguno,1
Tanque 10,6.04,18.19,2025-10-28,15:45:00,Tarde,2025-10-28 15:45:00,Ninguno,2
Tanque 1,6.15,18.24,2025-10-29,08:25:00,Dia,2025-10-29 08:25:00,Ninguno,1
Tanque 2,6.61,17.77,2025-10-29,08:30:00,Dia,2025-10-29 08:30:00,Ninguno,0
Tanque 3,6.65,17.69,2025-10-29,08:35:00,Dia,2025-10-29 08:35:00,Ninguno,0
Tanque 4,6.14,18.11,2025-10-29,08:40:00,Dia,2025-10-29 08:40:00,Ninguno,1
Tanque 5,5.95,18.61,2025-10-29,08:45:00,Dia,2025-10-29 08:45:00,Ninguno,2
Tanque 6,6.19,18.24,2025-10-29,08:50:00,Dia,2025-10-29 08:50:00,Ninguno,1
Tanque 7,6.07,18.52,2025-10-29,08:55:00,Dia,2025-10-29 08:55:00,Ninguno,1
Tanque 8,5.0,17.8,2025-10-29,09:00:00,Dia,2025-10-29 09:00:00,Ninguno,2
Tanque 9,6.22,18.71,2025-10-29,09:05:00,Dia,2025-10-29 09:05:00,Ninguno,1
Tanque 10,6.1,17.94,2025-10-29,09:10:00,Dia,2025-10-29 09:10:00,Ninguno,1
Tanque 1,6.38,18.54,2025-10-29,15:00:00,Tarde,2025-10-29 15:00:00,Ninguno,1
Tanque 2,6.68,17.97,2025-10-29,15:05:00,Tarde,2025-10-29 15:05:00,Ninguno,0
Tanque 4,6.33,18.28,2025-10-29,15:15:00,Tarde,2025-10-29 15:15:00,Ninguno,1
Tanque 5,5.99,18.68,2025-10-29,15:20:00,Tarde,2025-10-29 15:20:00,Ninguno,2
Tanque 6,6.23,18.5,2025-10-29,15:25:00,Tarde,2025-10-29 15:25:00,Ninguno,1
Tanque 7,6.35,18.94,2025-10-29,15:30:00,Tarde,2025-10-29 15:30:00,Ninguno,1
Tanque 8,5.04,18.05,2025-10-29,15:35:00,Tarde,2025-10-29 15:35:00,Ninguno,2
Tanque 9,6.22,19.0,2025-10-29,15:40:00,Tarde,2025-10-29 15:40:00,Ninguno,1
Tanque 10,6.23,18.4,2025-10-29,15:45:00,Tarde,2025-10-29 15:45:00,Ninguno,1
Tanque 1,6.46,18.16,2025-10-30,08:25:00,Dia,2025-10-30 08:25:00,Ninguno,1
Tanque 2,6.57,18.52,2025-10-30,08:30:00,Dia,2025-10-30 08:30:00,Ninguno,0
Tanque 3,6.59,17.83,2025-10-30,08:35:00,Dia,2025-10-30 08:35:00,Ninguno,0
Tanque 4,6.43,18.1,2025-10-30,08:40:00,Dia,2025-10-30 08:40:00,Ninguno,1
Tanque 5,6.13,18.41,2025-10-30,08:45:00,Dia,2025-10-30 08:45:00,Ninguno,1
Tanque 6,6.5,18.64,2025-10-30,08:50:00,Dia,2025-10-30 08:50:00,Ninguno,0
Tanque 7,6.27,18.43,2025-10-30,08:55:00,Dia,2025-10-30 08:55:00,Ninguno,1
Tanque 9,6.32,18.04,2025-10-30,09:05:00,Dia,2025-10-30 09:05:00,Ninguno,1
Tanque 10,6.32,17.9,2025-10-30,09:10:00,Dia,2025-10-30 09:10:00,Ninguno,1
Tanque 1,6.37,18.39,2025-10-30,15:00:00,Tarde,2025-10-30 15:00:00,Ninguno,1
Tanque 2,6.51,18.68,2025-10-30,15:05:00,Tarde,2025-10-30 15:05:00,Ninguno,0
Tanque 3,6.61,18.64,2025-10-30,15:10:00,Tarde,2025-10-30 15:10:00,Ninguno,0
Tanque 5,6.34,18.04,2025-10-30,15:20:00,Tarde,2025-10-30 15:20:00,Ninguno,1
Tanque 7,6.31,18.98,2025-10-30,15:30:00,Tarde,2025-10-30 15:30:00,Ninguno,1
Tanque 8,5.41,17.89,2025-10-30,15:35:00,Tarde,2025-10-30 15:35:00,Ninguno,2
Tanque 9,6.44,18.6,2025-10-30,15:40:00,Tarde,2025-10-30 15:40:00,Ninguno,1
Tanque 10,6.55,18.14,2025-10-30,15:45:00,Tarde,2025-10-30 15:45:00,Ninguno,0
Tanque 1,6.39,17.8,2025-10-31,08:25:00,Dia,2025-10-31 08:25:00,Ninguno,1
Tanque 2,6.61,18.35,2025-10-31,08:30:00,Dia,2025-10-31 08:30:00,Ninguno,0
Tanque 3,6.74,17.97,2025-10-31,08:35:00,Dia,2025-10-31 08:35:00,Ninguno,0
Tanque 5,6.43,18.54,2025-10-31,08:45:00,Dia,2025-10-31 08:45:00,Ninguno,1
Tanque 6,6.42,18.92,2025-10-31,08:50:00,Dia,2025-10-31 08:50:00,Ninguno,1
Tanque 7,6.4,18.29,2025-10-31,08:55:00,Dia,2025-10-31 08:55:00,Ninguno,1
Tanque 8,5.67,17.49,2025-10-31,09:00:00,Dia,2025-10-31 09:00:00,Ninguno,2
Tanque 9,6.57,19.31,2025-10-31,09:05:00,Dia,2025-10-31 09:05:00,Ninguno,0
Tanque 10,6.57,17.81,2025-10-31,09:10:00,Dia,2025-10-31 09:10:00,Ninguno,0
Tanque 1,6.41,17.24,2025-10-31,15:00:00,Tarde,2025-10-31 15:00:00,Ninguno,1
Tanque 2,6.65,18.51,2025-10-31,15:05:00,Tarde,2025-10-31 15:05:00,Ninguno,0
Tanque 3,6.82,18.05,2025-10-31,15:10:00,Tarde,2025-10-31 15:10:00,Ninguno,0
Tanque 4,6.46,18.1,2025-10-31,15:15:00,Tarde,2025-10-31 15:15:00,Ninguno,1
Tanque 5,6.52,18.75,2025-10-31,15:20:00,Tarde,2025-10-31 15:20:00,Ninguno,0
Tanque 6,6.48,18.67,2025-10-31,15:25:00,Tarde,2025-10-31 15:25:00,Ninguno,1
Tanque 7,6.57,18.68,2025-10-31,15:30:00,Tarde,2025-10-31 15:30:00,Ninguno,0
Tanque 8,5.81,18.2,2025-10-31,15:35:00,Tarde,2025-10-31 15:35:00,Ninguno,2
Tanque 9,6.71,18.93,2025-10-31,15:40:00,Tarde,2025-10-31 15:40:00,Ninguno,0
Tanque 10,6.55,18.48,2025-10-31,15:45:00,Tarde,2025-10-31 15:45:00,Ninguno,0
Tanque 1,6.37,16.96,2025-11-03,08:25:00,Dia,2025-11-03 08:25:00,Ninguno,1
Tanque 2,6.82,19.51,2025-11-03,08:30:00,Dia,2025-11-03 08:30:00,Ninguno,0
Tanque 5,6.71,18.61,2025-11-03,08:45:00,Dia,2025-11-03 08:45:00,Ninguno,0
Tanque 6,6.79,18.52,2025-11-03,08:50:00,Dia,2025-11-03 08:50:00,Ninguno,0
Tanque 7,6.77,18.27,2025-11-03,08:55:00,Dia,2025-11-03 08:55:00,Ninguno,0
Tanque 8,5.95,18.13,2025-11-03,09:00:00,Dia,2025-11-03 09:00:00,Ninguno,2
Tanque 9,6.68,18.8,2025-11-03,09:05:00,Dia,2025-11-03 09:05:00,Ninguno,0
Tanque 10,6.75,18.05,2025-11-03,09:10:00,Dia,2025-11-03 09:10:00,Ninguno,0
Tanque 1,6.34,16.51,2025-11-03,15:00:00,Tarde,2025-11-03 15:00:00,Ninguno,1
Tanque 2,7.02,20.28,2025-11-03,15:05:00,Tarde,2025-11-03 15:05:00,Ninguno,1
Tanque 3,6.84,18.5,2025-11-03,15:10:00,Tarde,2025-11-03 15:10:00,Ninguno,0
Tanque 4,6.75,18.45,2025-11-03,15:15:00,Tarde,2025-11-03 15:15:00,Ninguno,0
Tanque 5,6.77,18.5,2025-11-03,15:20:00,Tarde,2025-11-03 15:20:00,Ninguno,0
Tanque 6,6.83,18.27,2025-11-03,15:25:00,Tarde,2025-11-03 15:25:00,Ninguno,0
Tanque 7,6.86,18.41,2025-11-03,15:30:00,Tarde,2025-11-03 15:30:00,Ninguno,0
Tanque 8,6.17,18.24,2025-11-03,15:35:00,Tarde,2025-11-03 15:35:00,Ninguno,1
Tanque 9,6.75,19.7,2025-11-03,15:40:00,Tarde,2025-11-03 15:40:00,Ninguno,0
Tanque 10,6.86,18.36,2025-11-03,15:45:00,Tarde,2025-11-03 15:45:00,Ninguno,0
Tanque 1,6.34,16.75,2025-11-04,08:25:00,Dia,2025-11-04 08:25:00,Ninguno,1
Tanque 2,6.99,19.65,2025-11-04,08:30:00,Dia,2025-11-04 08:30:00,Ninguno,0
Tanque 3,6.85,17.96,2025-11-04,08:35:00,Dia,2025-11-04 08:35:00,Ninguno,0
Tanque 4,6.73,18.43,2025-11-04,08:40:00,Dia,2025-11-04 08:40:00,Ninguno,0
Tanque 6,6.71,18.59,2025-11-04,08:50:00,Dia,2025-11-04 08:50:00,Ninguno,0
Tanque 7,6.69,18.28,2025-11-04,08:55:00,Dia,2025-11-04 08:55:00,Ninguno,0
Tanque 8,6.36,18.71,2025-11-04,09:00:00,Dia,2025-11-04 09:00:00,Ninguno,1
Tanque 9,6.74,18.4,2025-11-04,09:05:00,Dia,2025-11-04 09:05:00,Ninguno,0
Tanque 10,6.81,18.41,2025-11-04,09:10:00,Dia,2025-11-04 09:10:00,Ninguno,0
Tanque 1,6.5,17.02,2025-11-04,15:00:00,Tarde,2025-11-04 15:00:00,Ninguno,0
Tanque 2,6.89,19.67,2025-11-04,15:05:00,Tarde,2025-11-04 15:05:00,Ninguno,0
Tanque 3,6.88,18.83,2025-11-04,15:10:00,Tarde,2025-11-04 15:10:00,Ninguno,0
Tanque 4,6.58,18.63,2025-11-04,15:15:00,Tarde,2025-11-04 15:15:00,Ninguno,0
Tanque 5,6.68,18.73,2025-11-04,15:20:00,Tarde,2025-11-04 15:20:00,Ninguno,0
Tanque 6,6.81,18.92,2025-11-04,15:25:00,Tarde,2025-11-04 15:25:00,Ninguno,0
Tanque 7,6.79,18.85,2025-11-04,15:30:00,Tarde,2025-11-04 15:30:00,Ninguno,0
Tanque 8,6.31,18.37,2025-11-04,15:35:00,Tarde,2025-11-04 15:35:00,Ninguno,1
Tanque 10,6.81,17.79,2025-11-04,15:45:00,Tarde,2025-11-04 15:45:00,Ninguno,0
Tanque 1,6.54,16.81,2025-11-05,08:25:00,Dia,2025-11-05 08:25:00,Ninguno,0
Tanque 2,6.91,19.19,2025-11-05,08:30:00,Dia,2025-11-05 08:30:00,Ninguno,0
Tanque 3,6.9,18.04,2025-11-05,08:35:00,Dia,2025-11-05 08:35:00,Ninguno,0
Tanque 4,6.7,17.97,2025-11-05,08:40:00,Dia,2025-11-05 08:40:00,Ninguno,0
Tanque 5,6.75,18.47,2025-11-05,08:45:00,Dia,2025-11-05 08:45:00,Ninguno,0
Tanque 6,6.77,18.17,2025-11-05,08:50:00,Dia,2025-11-05 08:50:00,Ninguno,0
Tanque 7,6.72,18.77,2025-11-05,08:55:00,Dia,2025-11-05 08:55:00,Ninguno,0
